#frame,fps
222,43.08313
223,43.38295
224,42.91679
225,43.53036
226,43.19905
227,43.54367
228,44.15519
229,44.89736
230,45.55493
231,45.93418
232,43.68838
233,44.35376
234,45.08025
235,45.88479
236,46.5358
237,45.55194
238,46.16417
239,45.54159
240,45.91913
241,46.2578
242,45.44799
243,46.11425
244,46.74688
245,47.44015
246,47.92726
247,45.56374
248,46.2198
249,46.74556
250,47.42966
251,46.38802
252,46.60975
253,47.1553
254,45.82388
255,46.49908
256,46.02563
257,46.61331
258,47.25212
259,47.35075
260,47.87412
261,47.0918
262,46.1749
263,46.26868
264,46.82485
265,47.10559
266,46.15682
267,46.33295
268,46.30866
269,45.53761
270,46.07143
271,45.25705
272,45.33081
273,45.92311
274,46.49981
275,46.99803
276,45.93914
277,45.18997
278,45.82906
279,45.9258
280,46.47136
281,45.59388
282,46.15518
283,46.75319
284,46.78281
285,45.97831
286,45.4562
287,45.99362
288,46.09741
289,46.01947
290,46.52481
291,43.16401
292,42.32343
293,42.7103
294,43.38603
295,43.95888
296,43.69711
297,44.3741
298,44.58686
299,43.91647
300,44.6013
301,44.21515
302,44.48501
303,45.19128
304,45.61543
305,45.69361
306,43.76897
307,43.96763
308,44.67244
309,45.32457
310,45.95815
311,46.44236
312,44.88729
313,44.28596
314,44.72581
315,45.32847
316,45.82871
317,44.73169
318,45.20401
319,45.79864
320,44.98473
321,45.57901
322,44.52279
323,44.25881
324,44.61555
325,44.7524
326,44.32472
327,43.73933
328,43.91563
329,44.55802
330,45.21831
331,44.57891
332,45.10623
333,44.89811
334,44.23292
335,44.95984
336,44.62788
337,44.48859
338,44.9704
339,45.00413
340,45.2734
341,43.34528
342,42.42817
343,41.60576
344,42.1488
345,41.69836
346,41.41578
347,40.76648
348,40.3894
349,39.79697
350,40.06334
351,40.01505
352,40.40977
353,39.82248
354,40.42913
355,41.0464
356,39.46978
357,40.27816
358,41.00661
359,41.33263
360,40.77595
361,40.58916
362,41.34124
363,41.76907
364,42.3261
365,42.97333
366,42.31467
367,41.36928
368,41.7028
369,41.54364
370,42.20404
371,41.90838
372,42.27072
373,42.98943
374,41.79099
375,42.52417
376,42.30636
377,42.80143
378,43.49311
379,43.71512
380,44.19762
381,42.38397
382,42.57453
383,43.00019
384,43.64085
385,43.96341
386,43.34829
387,43.65583
388,42.50351
389,42.41065
390,41.96094
391,41.31889
392,41.86843
393,33.60008
394,33.6585
395,33.90873
396,34.35156
397,34.99582
398,35.75638
399,36.68855

